localidade;municipio;aparelho_pesca;pescado;kg_periodo;n_descargas;n_ups;valor
Litoral Centro;Itanhaém;emalhe-de-fundo;Tainha;76,80;11,00;2,00;R$ 1.883,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Vermelho-henrique;75,70;8,00;1,00;R$ 1.378,60
Litoral Centro;Itanhaém;emalhe-de-fundo;Viola;10,00;1,00;1,00;R$ 300,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Bagre-branco;4,00;1,00;1,00;R$ 80,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Betara;2,00;1,00;1,00;R$ 40,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Corvina;15,90;5,00;3,00;R$ 307,40
Litoral Centro;Itanhaém;emalhe-de-superfície;Enchova;3,80;2,00;1,00;R$ 95,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Espada;11,40;4,00;3,00;R$ 179,40
Litoral Centro;Itanhaém;emalhe-de-superfície;Galo;6,00;1,00;1,00;R$ 120,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Guaivira;19,50;4,00;2,00;R$ 472,50
Litoral Centro;Itanhaém;emalhe-de-superfície;Oveva;65,80;5,00;2,00;R$ 987,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Paru;11,00;1,00;1,00;R$ 220,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Pescada-branca;2,10;1,00;1,00;R$ 52,50
Litoral Centro;Itanhaém;emalhe-de-superfície;Pescada-foguete;2,00;1,00;1,00;R$ 50,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Porco;25,50;4,00;2,00;R$ 560,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Prejereba;28,55;7,00;3,00;R$ 969,25
Litoral Centro;Itanhaém;emalhe-de-superfície;Robalo-peva;6,00;2,00;2,00;R$ 184,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Sari-sari;97,70;10,00;3,00;R$ 1.706,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Sororoca;53,90;8,00;3,00;R$ 1.725,00
Litoral Centro;Itanhaém;emalhe-de-superfície;Tainha;50,50;5,00;2,00;R$ 1.212,50
Litoral Centro;Itanhaém;emalhes-diversos;Bagre-amarelo;907,50;51,00;4,00;R$ 13.612,50
Litoral Centro;Itanhaém;emalhes-diversos;Bagre-branco;198,10;19,00;3,00;R$ 3.584,00
Litoral Centro;Itanhaém;emalhes-diversos;Cação-rola-rola;109,50;18,00;4,00;R$ 3.078,60
Litoral Centro;Itanhaém;emalhes-diversos;Caratinga;3,00;1,00;1,00;R$ 60,00
Litoral Centro;Itanhaém;emalhes-diversos;Corvina;518,80;47,00;3,00;R$ 12.799,60
Litoral Centro;Itanhaém;emalhes-diversos;Espada;29,00;17,00;3,00;R$ 515,00
Litoral Centro;Itanhaém;emalhes-diversos;Gordinho;20,30;6,00;2,00;R$ 309,90
Litoral Centro;Itanhaém;emalhes-diversos;Guaivira;61,80;12,00;2,00;R$ 1.236,00
Litoral Centro;Itanhaém;emalhes-diversos;Mistura;38,00;10,00;5,00;R$ 570,00
Litoral Centro;Itanhaém;emalhes-diversos;Oveva;1101,20;48,00;7,00;R$ 16.561,90
Litoral Centro;Itanhaém;emalhes-diversos;Pampo;1,00;1,00;1,00;R$ 19,00
Litoral Centro;Itanhaém;emalhes-diversos;Parati-barbudo;3,00;1,00;1,00;R$ 45,00
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-amarela;42,10;7,00;3,00;R$ 1.542,50
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-banana;361,50;46,00;5,00;R$ 10.482,50
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-branca;40,00;5,00;3,00;R$ 1.120,00
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-cambucu;68,00;10,00;2,00;R$ 2.195,00
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-dentão;7,00;2,00;1,00;R$ 225,00
Litoral Centro;Itanhaém;emalhes-diversos;Pescada-foguete;716,60;55,00;4,00;R$ 20.988,30
Litoral Centro;Itanhaém;emalhes-diversos;Prejereba;21,50;3,00;2,00;R$ 712,50
Litoral Centro;Itanhaém;emalhes-diversos;Raia-ticonha;7,00;1,00;1,00;R$ 105,00
Litoral Centro;Itanhaém;emalhes-diversos;Robalo-flecha;150,50;5,00;1,00;R$ 5.267,50
Litoral Centro;Itanhaém;emalhes-diversos;Robalo-peva;447,70;27,00;4,00;R$ 14.519,50
Litoral Centro;Itanhaém;emalhes-diversos;Roncador;8,00;1,00;1,00;R$ 120,00
Litoral Centro;Itanhaém;emalhes-diversos;Sari-sari;255,90;24,00;4,00;R$ 5.013,00
Litoral Centro;Itanhaém;emalhes-diversos;Sororoca;45,80;5,00;4,00;R$ 1.217,00
Litoral Centro;Itanhaém;emalhes-diversos;Tainha;34,60;8,00;4,00;R$ 823,30
Litoral Centro;Itanhaém;emalhes-diversos;Vermelho-henrique;86,80;13,00;1,00;R$ 2.170,00
Litoral Centro;Itanhaém;extrativismo;Mexilhão;100,00;3,00;1,00;R$ 1.500,00
Litoral Centro;Mongaguá;arrasto-simples;Camarão-legítimo;5,30;6,00;1,00;R$ 371,00
Litoral Centro;Mongaguá;arrasto-simples;Camarão-sete-barbas;410,90;28,00;1,00;R$ 12.327,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Bagre-amarelo;2206,10;356,00;7,00;R$ 22.236,30
Litoral Centro;Mongaguá;emalhe-de-fundo;Bagre-branco;9,10;3,00;2,00;R$ 136,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Betara;3645,40;366,00;6,00;R$ 57.254,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Cação-rola-rola;462,50;66,00;7,00;R$ 12.032,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Cações agrupados;319,70;26,00;4,00;R$ 7.710,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Camarão-legítimo;43,70;40,00;3,00;R$ 3.105,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Cambeva;94,60;20,00;3,00;R$ 1.513,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Cangoá;106,00;25,00;1,00;R$ 424,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Caratinga;10,00;1,00;1,00;R$ 70,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Corvina;2228,20;213,00;7,00;R$ 41.902,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Enchova;20,20;4,00;2,00;R$ 702,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Espada;1201,90;280,00;8,00;R$ 8.750,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Goete;193,50;44,00;3,00;R$ 1.889,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Gordinho;659,90;140,00;5,00;R$ 6.599,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Guaivira;292,40;26,00;7,00;R$ 3.100,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Mistura;342,00;93,00;1,00;R$ 1.362,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Oveva;4710,90;508,00;8,00;R$ 40.704,80
Litoral Centro;Mongaguá;emalhe-de-fundo;Pampo;12,90;4,00;1,00;R$ 129,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Pescada-banana;636,10;79,00;6,00;R$ 16.050,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Pescada-branca;18,70;2,00;2,00;R$ 467,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Pescada-cambucu;39,20;6,00;2,00;R$ 814,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Pescada-foguete;14567,80;522,00;8,00;R$ 320.339,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Porco;3,00;3,00;2,00;R$ 90,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Robalo-peva;119,00;22,00;5,00;R$ 3.146,50
Litoral Centro;Mongaguá;emalhe-de-fundo;Roncador;17,60;4,00;3,00;R$ 176,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Sari-sari;508,80;82,00;5,00;R$ 2.862,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Sororoca;52,40;11,00;3,00;R$ 941,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Tainha;1,50;1,00;1,00;R$ 45,00
Litoral Centro;Mongaguá;emalhe-de-fundo;Vermelho-henrique;402,40;47,00;5,00;R$ 9.824,00
Litoral Centro;Mongaguá;emalhe-de-superfície;Sororoca;2,50;1,00;1,00;R$ 75,00
Litoral Centro;Mongaguá;emalhe-de-superfície;Tainha;11,80;1,00;1,00;R$ 413,00
Litoral Centro;Mongaguá;emalhes-diversos;Bagre-amarelo;441,20;55,00;6,00;R$ 3.859,70
Litoral Centro;Mongaguá;emalhes-diversos;Betara;249,20;31,00;5,00;R$ 4.642,50
Litoral Centro;Mongaguá;emalhes-diversos;Cação-rola-rola;2,00;1,00;1,00;R$ 28,00
Litoral Centro;Mongaguá;emalhes-diversos;Corvina;2,00;1,00;1,00;R$ 20,00
Litoral Centro;Mongaguá;emalhes-diversos;Espada;104,80;25,00;3,00;R$ 1.111,70
Litoral Centro;Mongaguá;emalhes-diversos;Gordinho;127,20;22,00;2,00;R$ 1.272,00
Litoral Centro;Mongaguá;emalhes-diversos;Guaivira;53,00;1,00;1,00;R$ 212,00
Litoral Centro;Mongaguá;emalhes-diversos;Mistura;42,00;5,00;1,00;R$ 153,00
Litoral Centro;Mongaguá;emalhes-diversos;Oveva;1095,60;74,00;5,00;R$ 8.823,50
Litoral Centro;Mongaguá;emalhes-diversos;Pescada-banana;332,40;19,00;3,00;R$ 5.746,50
Litoral Centro;Mongaguá;emalhes-diversos;Pescada-foguete;2418,80;80,00;6,00;R$ 53.855,50
Litoral Centro;Mongaguá;emalhes-diversos;Robalo-peva;54,20;6,00;2,00;R$ 1.264,00
Litoral Centro;Mongaguá;emalhes-diversos;Sari-sari;5,10;1,00;1,00;R$ 51,00
Litoral Centro;Mongaguá;emalhes-diversos;Tainha;145,00;2,00;1,00;R$ 1.740,00
Litoral Centro;Peruíbe;arpão/fisga;Caratinga;18,00;3,00;1,00;R$ 360,00
Litoral Centro;Peruíbe;arpão/fisga;Robalo-flecha;46,00;3,00;1,00;R$ 1.840,00
Litoral Centro;Peruíbe;arpão/fisga;Robalo-peva;14,00;3,00;1,00;R$ 350,00
Litoral Centro;Peruíbe;arpão/fisga;Sargo;19,00;3,00;1,00;R$ 380,00
Litoral Centro;Peruíbe;arrasto-de-mão;Agulha;1,80;1,00;1,00;R$ 18,00
Litoral Centro;Peruíbe;arrasto-de-mão;Bagre-amarelo;792,00;5,00;1,00;R$ 3.960,00
Litoral Centro;Peruíbe;arrasto-de-mão;Caratinga;9,10;2,00;1,00;R$ 136,50
Litoral Centro;Peruíbe;arrasto-de-mão;Corvina;14,00;2,00;1,00;R$ 70,00
Litoral Centro;Peruíbe;arrasto-de-mão;Espada;88,00;8,00;2,00;R$ 520,00
Litoral Centro;Peruíbe;arrasto-de-mão;Gordinho;36,00;3,00;2,00;R$ 240,00
Litoral Centro;Peruíbe;arrasto-de-mão;Oveva;1105,00;7,00;2,00;R$ 5.575,00
Litoral Centro;Peruíbe;arrasto-de-mão;Parati;21,50;3,00;3,00;R$ 118,00
Litoral Centro;Peruíbe;arrasto-de-mão;Parati-barbudo;2,00;1,00;1,00;R$ 30,00
Litoral Centro;Peruíbe;arrasto-de-mão;Paru;5,00;1,00;1,00;R$ 25,00
Litoral Centro;Peruíbe;arrasto-de-mão;Pescada-banana;172,00;7,00;2,00;R$ 2.580,00
Litoral Centro;Peruíbe;arrasto-de-mão;Pescada-branca;180,00;4,00;1,00;R$ 2.700,00
Litoral Centro;Peruíbe;arrasto-de-mão;Pescada-foguete;20,00;1,00;1,00;R$ 300,00
Litoral Centro;Peruíbe;arrasto-de-mão;Porco;20,00;1,00;1,00;R$ 100,00
Litoral Centro;Peruíbe;arrasto-de-mão;Prejereba;10,00;1,00;1,00;R$ 200,00
Litoral Centro;Peruíbe;arrasto-de-mão;Robalo-flecha;35,00;3,00;2,00;R$ 1.050,00
Litoral Centro;Peruíbe;arrasto-de-mão;Robalo-peva;97,00;7,00;2,00;R$ 1.890,00
Litoral Centro;Peruíbe;arrasto-de-mão;Roncador;20,00;1,00;1,00;R$ 100,00
Litoral Centro;Peruíbe;arrasto-de-mão;Sargo;2,50;1,00;1,00;R$ 62,50
Litoral Centro;Peruíbe;arrasto-de-mão;Sari-sari;180,00;4,00;2,00;R$ 1.000,00
Litoral Centro;Peruíbe;arrasto-de-mão;Siris agrupados;0,86;1,00;1,00;R$ 15,00
Litoral Centro;Peruíbe;arrasto-de-mão;Tainha;770,20;8,00;5,00;R$ 12.824,00
Litoral Centro;Peruíbe;arrasto-duplo;Camarão-legítimo;13,90;12,00;5,00;R$ 492,50
Litoral Centro;Peruíbe;arrasto-duplo;Camarão-sete-barbas;16566,00;306,00;10,00;R$ 184.323,00
Litoral Centro;Peruíbe;arrasto-duplo;Corvina;7,00;2,00;1,00;R$ 35,00
Litoral Centro;Peruíbe;arrasto-duplo;Espada;48,00;10,00;5,00;R$ 233,00
Litoral Centro;Peruíbe;arrasto-duplo;Maria-luíza;18,00;7,00;2,00;R$ 138,00
Litoral Centro;Peruíbe;arrasto-duplo;Oveva;137,00;29,00;7,00;R$ 686,00
Litoral Centro;Peruíbe;arrasto-duplo;Pescada-banana;199,50;37,00;8,00;R$ 2.992,50
Litoral Centro;Peruíbe;arrasto-duplo;Pescada-cambucu;2,00;1,00;1,00;R$ 30,00
Litoral Centro;Peruíbe;arrasto-duplo;Porco;2,00;1,00;1,00;R$ 10,00
Litoral Centro;Peruíbe;arrasto-duplo;Robalo-flecha;15,00;1,00;1,00;R$ 450,00
Litoral Centro;Peruíbe;covo-pitú;Pitú-de-iguape;4,35;3,00;1,00;R$ 203,00
Litoral Centro;Peruíbe;covos outros;Siri-azul;3,44;1,00;1,00;R$ 60,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Agulha;1,00;1,00;1,00;R$ 10,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Bagre-amarelo;57,50;11,00;5,00;R$ 568,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Bagre-branco;883,70;36,00;9,00;R$ 16.010,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Betara;28,50;9,00;2,00;R$ 253,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Cação-rola-rola;24,80;4,00;1,00;R$ 377,60
Litoral Centro;Peruíbe;emalhe-de-fundo;Camarão-legítimo;0,30;1,00;1,00;R$ 13,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Cambeva;2,00;1,00;1,00;R$ 50,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Caranha;35,40;8,00;5,00;R$ 728,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Caratinga;308,00;51,00;8,00;R$ 5.131,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Corvina;203,10;46,00;11,00;R$ 3.187,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Enchova;14,00;1,00;1,00;R$ 280,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Espada;18,50;6,00;4,00;R$ 131,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Garoupa;5,00;1,00;1,00;R$ 150,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Gordinho;5,00;2,00;1,00;R$ 20,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Guaivira;105,50;11,00;4,00;R$ 927,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Mandi;17,80;4,00;3,00;R$ 263,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Nundiá;47,00;2,00;2,00;R$ 705,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Oveva;123,50;22,00;5,00;R$ 831,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Pampo;21,90;4,00;3,00;R$ 325,60
Litoral Centro;Peruíbe;emalhe-de-fundo;Pararê;77,20;19,00;8,00;R$ 926,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-amarela;316,00;38,00;10,00;R$ 10.500,10
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-banana;193,20;23,00;5,00;R$ 3.208,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-branca;6,00;2,00;2,00;R$ 180,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-cambucu;32,60;5,00;3,00;R$ 1.060,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-dentão;67,50;9,00;5,00;R$ 1.372,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Pescada-foguete;192,00;20,00;3,00;R$ 2.905,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Pirajica;8,30;3,00;2,00;R$ 56,90
Litoral Centro;Peruíbe;emalhe-de-fundo;Porco;7,00;2,00;2,00;R$ 46,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Prejereba;3,00;1,00;1,00;R$ 105,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Robalo-flecha;699,60;56,00;10,00;R$ 24.449,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Robalo-peva;939,20;87,00;17,00;R$ 26.850,70
Litoral Centro;Peruíbe;emalhe-de-fundo;Roncador;2,00;2,00;1,00;R$ 20,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Sargo;45,00;5,00;3,00;R$ 417,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Sari-sari;76,00;11,00;5,00;R$ 793,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Sororoca;16,00;2,00;1,00;R$ 320,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Tainha;375,50;23,00;6,00;R$ 7.391,50
Litoral Centro;Peruíbe;emalhe-de-fundo;Traíra;29,00;2,00;2,00;R$ 522,00
Litoral Centro;Peruíbe;emalhe-de-fundo;Ubarana;1,00;1,00;1,00;R$ 5,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Bagre-amarelo;192,50;16,00;3,00;R$ 1.515,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Bagre-branco;10,00;1,00;1,00;R$ 150,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Baiacu;4,00;1,00;1,00;R$ 60,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Bicuda;1,00;1,00;1,00;R$ 20,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Cação-cabeça-chata;12,00;1,00;1,00;R$ 240,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Cação-galha-preta;8,00;3,00;1,00;R$ 213,50
Litoral Centro;Peruíbe;emalhe-de-superfície;Cação-rola-rola;50,00;10,00;2,00;R$ 1.000,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Cambeva;49,00;8,00;1,00;R$ 1.309,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Corvina;297,50;26,00;3,00;R$ 5.105,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Enchova;2,00;1,00;1,00;R$ 50,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Espada;16,50;5,00;2,00;R$ 117,50
Litoral Centro;Peruíbe;emalhe-de-superfície;Galo;2,00;1,00;1,00;R$ 20,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Gordinho;28,40;8,00;2,00;R$ 272,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Guaivira;327,80;25,00;4,00;R$ 3.453,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Oveva;107,00;17,00;4,00;R$ 1.095,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Pampo;2,00;1,00;1,00;R$ 30,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Pescada-banana;6,10;3,00;2,00;R$ 94,50
Litoral Centro;Peruíbe;emalhe-de-superfície;Pescada-cambucu;5,00;1,00;1,00;R$ 175,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Pescada-dentão;45,00;6,00;4,00;R$ 764,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Porco;7,00;2,00;1,00;R$ 70,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Prejereba;47,10;8,00;3,00;R$ 918,40
Litoral Centro;Peruíbe;emalhe-de-superfície;Robalo-flecha;2,00;1,00;1,00;R$ 70,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Robalo-peva;355,00;35,00;5,00;R$ 12.275,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Sargo;2,00;1,00;1,00;R$ 30,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Sari-sari;287,00;30,00;6,00;R$ 3.005,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Siri-espadinha;1,70;1,00;1,00;R$ 40,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Sororoca;143,00;11,00;4,00;R$ 2.610,00
Litoral Centro;Peruíbe;emalhe-de-superfície;Tainha;309,50;18,00;5,00;R$ 6.190,00
Litoral Centro;Peruíbe;emalhes-diversos;Bagre-amarelo;753,00;25,00;5,00;R$ 4.285,00
Litoral Centro;Peruíbe;emalhes-diversos;Bagre-branco;7,50;2,00;1,00;R$ 112,50
Litoral Centro;Peruíbe;emalhes-diversos;Betara;0,80;1,00;1,00;R$ 8,00
Litoral Centro;Peruíbe;emalhes-diversos;Cação-rola-rola;12,00;1,00;1,00;R$ 240,00
Litoral Centro;Peruíbe;emalhes-diversos;Cações agrupados;3,00;1,00;1,00;R$ 51,00
Litoral Centro;Peruíbe;emalhes-diversos;Cangoá;1,00;1,00;1,00;R$ 4,00
Litoral Centro;Peruíbe;emalhes-diversos;Caratinga;338,00;21,00;7,00;R$ 4.860,00
Litoral Centro;Peruíbe;emalhes-diversos;Corvina;144,50;11,00;6,00;R$ 2.445,00
Litoral Centro;Peruíbe;emalhes-diversos;Espada;12,50;5,00;4,00;R$ 77,50
Litoral Centro;Peruíbe;emalhes-diversos;Guaivira;4,00;2,00;2,00;R$ 50,00
Litoral Centro;Peruíbe;emalhes-diversos;Mandi;1,50;1,00;1,00;R$ 15,00
Litoral Centro;Peruíbe;emalhes-diversos;Oveva;660,00;37,00;7,00;R$ 3.700,00
Litoral Centro;Peruíbe;emalhes-diversos;Parati;3,80;3,00;1,00;R$ 38,00
Litoral Centro;Peruíbe;emalhes-diversos;Pescada-amarela;46,00;6,00;2,00;R$ 1.405,00
Litoral Centro;Peruíbe;emalhes-diversos;Pescada-banana;986,00;54,00;6,00;R$ 15.300,00
Litoral Centro;Peruíbe;emalhes-diversos;Pescada-cambucu;65,60;4,00;2,00;R$ 1.014,00
Litoral Centro;Peruíbe;emalhes-diversos;Pescada-dentão;105,00;16,00;5,00;R$ 1.659,50
Litoral Centro;Peruíbe;emalhes-diversos;Pescada-foguete;908,00;58,00;6,00;R$ 13.970,00
Litoral Centro;Peruíbe;emalhes-diversos;Robalo-flecha;438,90;34,00;7,00;R$ 13.675,00
Litoral Centro;Peruíbe;emalhes-diversos;Robalo-peva;135,80;18,00;6,00;R$ 3.337,00
Litoral Centro;Peruíbe;emalhes-diversos;Sargo;9,00;2,00;2,00;R$ 180,00
Litoral Centro;Peruíbe;emalhes-diversos;Sari-sari;132,00;15,00;7,00;R$ 1.441,00
Litoral Centro;Peruíbe;emalhes-diversos;Tainha;312,10;24,00;12,00;R$ 6.146,50
Litoral Centro;Peruíbe;espinhéis-diversos;Bagre-branco;45,00;1,00;1,00;R$ 675,00
Litoral Centro;Peruíbe;extrativismo;Caranguejo-uçá;629,80;18,00;8,00;R$ 6.546,00
Litoral Centro;Peruíbe;extrativismo;Mexilhão;3612,84;93,00;17,00;R$ 45.395,00
Litoral Centro;Peruíbe;extrativismo;Ostra;120,35;10,00;2,00;R$ 2.371,00
Litoral Centro;Peruíbe;tarrafa;Caranha;2,00;1,00;1,00;R$ 40,00
Litoral Centro;Peruíbe;tarrafa;Caratinga;17,00;9,00;1,00;R$ 255,00
Litoral Centro;Peruíbe;tarrafa;Parati;72,00;10,00;1,00;R$ 720,00
Litoral Centro;Peruíbe;tarrafa;Robalo-flecha;2,00;1,00;1,00;R$ 50,00
Litoral Centro;Peruíbe;tarrafa;Robalo-peva;5,00;2,00;1,00;R$ 125,00
Litoral Centro;Peruíbe;tarrafa;Sargo;3,00;1,00;1,00;R$ 45,00
Litoral Centro;Peruíbe;tarrafa;Tainha;28,00;7,00;1,00;R$ 420,00
Litoral Centro;Peruíbe;vara-de-pesca;Bagre-branco;18,90;3,00;2,00;R$ 171,00
Litoral Centro;Peruíbe;vara-de-pesca;Baiacu;3,00;1,00;1,00;R$ 45,00
Litoral Centro;Peruíbe;vara-de-pesca;Bicuda;135,00;6,00;1,00;R$ 1.965,00
Litoral Centro;Peruíbe;vara-de-pesca;Cação-lombo-preto;28,00;2,00;1,00;R$ 476,00
Litoral Centro;Peruíbe;vara-de-pesca;Cangoá;3,00;1,00;1,00;R$ 15,00
Litoral Centro;Peruíbe;vara-de-pesca;Carapau;5,00;1,00;1,00;R$ 25,00
Litoral Centro;Peruíbe;vara-de-pesca;Cioba;60,00;1,00;1,00;R$ 900,00
Litoral Centro;Peruíbe;vara-de-pesca;Corvina;545,20;36,00;3,00;R$ 5.493,00
Litoral Centro;Peruíbe;vara-de-pesca;Dourado;28,00;2,00;1,00;R$ 336,00
Litoral Centro;Peruíbe;vara-de-pesca;Espada;425,00;16,00;1,00;R$ 2.125,00
Litoral Centro;Peruíbe;vara-de-pesca;Galo;44,20;4,00;2,00;R$ 442,00
Litoral Centro;Peruíbe;vara-de-pesca;Garoupa;10,00;1,00;1,00;R$ 250,00
Litoral Centro;Peruíbe;vara-de-pesca;Goete;5,00;1,00;1,00;R$ 50,00
Litoral Centro;Peruíbe;vara-de-pesca;Pampo;19,50;2,00;2,00;R$ 292,50
Litoral Centro;Peruíbe;vara-de-pesca;Pescada-amarela;107,50;21,00;2,00;R$ 3.225,00
Litoral Centro;Peruíbe;vara-de-pesca;Pescada-branca;1,00;1,00;1,00;R$ 20,00
Litoral Centro;Peruíbe;vara-de-pesca;Pescada-cambucu;4,00;1,00;1,00;R$ 60,00
Litoral Centro;Peruíbe;vara-de-pesca;Pescada-dentão;5,00;2,00;1,00;R$ 100,00
Litoral Centro;Peruíbe;vara-de-pesca;Porco;15,00;2,00;1,00;R$ 170,00
Litoral Centro;Peruíbe;vara-de-pesca;Prejereba;264,00;22,00;1,00;R$ 5.280,00
Litoral Centro;Peruíbe;vara-de-pesca;Robalo-flecha;173,00;11,00;1,00;R$ 5.190,00
Litoral Centro;Peruíbe;vara-de-pesca;Robalo-peva;115,10;28,00;2,00;R$ 2.877,50
Litoral Centro;Peruíbe;vara-de-pesca;Roncador;10,00;1,00;1,00;R$ 50,00
Litoral Centro;Peruíbe;vara-de-pesca;Sargo;28,00;7,00;2,00;R$ 370,00
Litoral Centro;Peruíbe;vara-de-pesca;Tainha;12,00;1,00;1,00;R$ 240,00
Litoral Centro;Peruíbe;vara-de-pesca;Traíra;13,30;5,00;1,00;R$ 199,50
Litoral Centro;Peruíbe;vara-de-pesca;Vermelho-henrique;2,00;1,00;1,00;R$ 30,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Bagre-amarelo;424,00;62,00;5,00;R$ 948,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Bagre-branco;56,80;6,00;2,00;R$ 352,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Betara;1129,00;292,00;9,00;R$ 7.151,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Bicuda;4,00;3,00;1,00;R$ 28,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Bonitos agrupados;4,00;2,00;2,00;R$ 37,00
Litoral Centro;Praia Grande;emalhe-de-fundo;Cação-rola-rola;191,00;33,00;3,00;R$ 1.713,00
