localidade;municipio;aparelho_pesca;pescado;kg_periodo;n_descargas;n_ups;valor
Litoral Centro;Bertioga;arrasto-de-mão;Bagre;370,00;2,00;1,00;R$ 1.665,00
Litoral Centro;Bertioga;arrasto-de-mão;Bagre-amarelo;70,00;3,00;1,00;R$ 335,00
Litoral Centro;Bertioga;arrasto-de-mão;Betara;21,00;2,00;1,00;R$ 168,00
Litoral Centro;Bertioga;arrasto-de-mão;Bicuda;1,00;1,00;1,00;R$ 10,00
Litoral Centro;Bertioga;arrasto-de-mão;Caratinga;15,00;2,00;1,00;R$ 30,00
Litoral Centro;Bertioga;arrasto-de-mão;Corvina;251,00;7,00;2,00;R$ 3.445,00
Litoral Centro;Bertioga;arrasto-de-mão;Enchova;4,00;1,00;1,00;R$ 48,00
Litoral Centro;Bertioga;arrasto-de-mão;Espada;42,00;8,00;2,00;R$ 210,00
Litoral Centro;Bertioga;arrasto-de-mão;Galo;15,00;1,00;1,00;R$ 0,00
Litoral Centro;Bertioga;arrasto-de-mão;Mistura;13,00;2,00;1,00;R$ 52,50
Litoral Centro;Bertioga;arrasto-de-mão;Oveva;1727,00;3,00;3,00;R$ 5.232,00
Litoral Centro;Bertioga;arrasto-de-mão;Paru;14,00;1,00;1,00;R$ 210,00
Litoral Centro;Bertioga;arrasto-de-mão;Pescada-banana;539,00;24,00;3,00;R$ 5.814,00
Litoral Centro;Bertioga;arrasto-de-mão;Pescada-branca;339,00;22,00;2,00;R$ 3.390,00
Litoral Centro;Bertioga;arrasto-de-mão;Pescada-cambucu;50,00;1,00;1,00;R$ 500,00
Litoral Centro;Bertioga;arrasto-de-mão;Pescada-foguete;81,00;2,00;1,00;R$ 1.215,00
Litoral Centro;Bertioga;arrasto-de-mão;Robalo-flecha;657,80;31,00;3,00;R$ 23.089,00
Litoral Centro;Bertioga;arrasto-de-mão;Robalo-peva;802,00;42,00;3,00;R$ 14.436,00
Litoral Centro;Bertioga;arrasto-de-mão;Sari-sari;252,00;12,00;1,00;R$ 1.134,00
Litoral Centro;Bertioga;arrasto-de-mão;Sororoca;14,00;2,00;1,00;R$ 140,00
Litoral Centro;Bertioga;arrasto-de-mão;Tainha;327,50;17,00;3,00;R$ 3.828,00
Litoral Centro;Bertioga;arrasto-de-mão;Xaréu;478,00;5,00;2,00;R$ 2.540,00
Litoral Centro;Bertioga;arrasto-duplo;Camarão-legítimo;1338,74;83,00;23,00;R$ 53.401,20
Litoral Centro;Bertioga;arrasto-duplo;Camarão-sete-barbas;153456,20;561,00;52,00;R$ 1.191.051,20
Litoral Centro;Bertioga;arrasto-duplo;Lula;2,50;1,00;1,00;R$ 37,50
Litoral Centro;Bertioga;arrasto-duplo;Maria-luíza;0,50;1,00;1,00;R$ 2,50
Litoral Centro;Bertioga;arrasto-duplo;Mistura;255,50;17,00;13,00;R$ 1.337,50
Litoral Centro;Bertioga;arrasto-duplo;Pescada-banana;6,00;1,00;1,00;R$ 84,00
Litoral Centro;Bertioga;arrasto-duplo;Pescada-foguete;15,00;1,00;1,00;R$ 210,00
Litoral Centro;Bertioga;emalhe-de-fundo;Bagre;247,00;16,00;3,00;R$ 1.235,00
Litoral Centro;Bertioga;emalhe-de-fundo;Bagre-amarelo;194,30;13,00;4,00;R$ 2.701,50
Litoral Centro;Bertioga;emalhe-de-fundo;Bagre-branco;178,00;7,00;6,00;R$ 2.670,00
Litoral Centro;Bertioga;emalhe-de-fundo;Baiacu;1,00;1,00;1,00;R$ 7,00
Litoral Centro;Bertioga;emalhe-de-fundo;Betara;504,50;30,00;5,00;R$ 4.421,50
Litoral Centro;Bertioga;emalhe-de-fundo;Bonito-pintado;25,00;1,00;1,00;R$ 150,00
Litoral Centro;Bertioga;emalhe-de-fundo;Cabrinha;59,00;2,00;1,00;R$ 475,00
Litoral Centro;Bertioga;emalhe-de-fundo;Cações agrupados;293,90;14,00;4,00;R$ 4.133,00
Litoral Centro;Bertioga;emalhe-de-fundo;Camarão-legítimo;2,00;1,00;1,00;R$ 94,00
Litoral Centro;Bertioga;emalhe-de-fundo;Carapeba;171,00;8,00;6,00;R$ 1.670,00
Litoral Centro;Bertioga;emalhe-de-fundo;Caratinga;65,00;6,00;2,00;R$ 930,00
Litoral Centro;Bertioga;emalhe-de-fundo;Cioba;25,70;5,00;3,00;R$ 502,50
Litoral Centro;Bertioga;emalhe-de-fundo;Corvina;2323,80;103,00;10,00;R$ 25.401,90
Litoral Centro;Bertioga;emalhe-de-fundo;Espada;157,00;6,00;4,00;R$ 1.406,00
Litoral Centro;Bertioga;emalhe-de-fundo;Guaivira;822,50;40,00;4,00;R$ 15.868,00
Litoral Centro;Bertioga;emalhe-de-fundo;Machote;15,00;1,00;1,00;R$ 300,00
Litoral Centro;Bertioga;emalhe-de-fundo;Mistura;642,00;16,00;5,00;R$ 2.810,00
Litoral Centro;Bertioga;emalhe-de-fundo;Oveva;40,00;2,00;1,00;R$ 200,00
Litoral Centro;Bertioga;emalhe-de-fundo;Parati;168,20;9,00;7,00;R$ 1.799,20
Litoral Centro;Bertioga;emalhe-de-fundo;Paru;20,00;2,00;2,00;R$ 300,00
Litoral Centro;Bertioga;emalhe-de-fundo;Pescada-amarela;709,00;16,00;5,00;R$ 10.038,00
Litoral Centro;Bertioga;emalhe-de-fundo;Pescada-branca;829,50;29,00;5,00;R$ 13.482,00
Litoral Centro;Bertioga;emalhe-de-fundo;Pescada-cambucu;19,60;3,00;3,00;R$ 250,40
Litoral Centro;Bertioga;emalhe-de-fundo;Pescada-foguete;1013,80;33,00;6,00;R$ 13.701,60
Litoral Centro;Bertioga;emalhe-de-fundo;Porco;37,00;2,00;2,00;R$ 555,00
Litoral Centro;Bertioga;emalhe-de-fundo;Prejereba;5,00;1,00;1,00;R$ 100,00
Litoral Centro;Bertioga;emalhe-de-fundo;Robalo-flecha;543,44;50,00;6,00;R$ 20.075,40
Litoral Centro;Bertioga;emalhe-de-fundo;Robalo-peva;152,80;11,00;5,00;R$ 5.159,00
Litoral Centro;Bertioga;emalhe-de-fundo;Sari-sari;40,70;5,00;2,00;R$ 203,50
Litoral Centro;Bertioga;emalhe-de-fundo;Sororoca;65,00;4,00;3,00;R$ 834,00
Litoral Centro;Bertioga;emalhe-de-fundo;Tainha;34,50;2,00;2,00;R$ 310,50
Litoral Centro;Bertioga;emalhe-de-fundo;Tortinha;369,00;13,00;2,00;R$ 8.638,00
Litoral Centro;Bertioga;emalhe-de-fundo;Vermelho-henrique;36,00;5,00;4,00;R$ 845,00
Litoral Centro;Bertioga;emalhe-de-superfície;Betara;4,00;1,00;1,00;R$ 40,00
Litoral Centro;Bertioga;emalhe-de-superfície;Bonito-pintado;375,00;4,00;1,00;R$ 9.375,00
Litoral Centro;Bertioga;emalhe-de-superfície;Bonitos agrupados;20,00;1,00;1,00;R$ 120,00
Litoral Centro;Bertioga;emalhe-de-superfície;Cações agrupados;18,85;1,00;1,00;R$ 217,50
Litoral Centro;Bertioga;emalhe-de-superfície;Corvina;9,80;3,00;2,00;R$ 160,60
Litoral Centro;Bertioga;emalhe-de-superfície;Espada;125,50;5,00;3,00;R$ 1.119,50
Litoral Centro;Bertioga;emalhe-de-superfície;Guaivira;15,00;1,00;1,00;R$ 150,00
Litoral Centro;Bertioga;emalhe-de-superfície;Mistura;60,00;3,00;2,00;R$ 340,00
Litoral Centro;Bertioga;emalhe-de-superfície;Pescada-foguete;273,70;13,00;3,00;R$ 3.395,80
Litoral Centro;Bertioga;emalhe-de-superfície;Robalo-flecha;15,00;1,00;1,00;R$ 525,00
Litoral Centro;Bertioga;emalhe-de-superfície;Sororoca;21,00;3,00;3,00;R$ 286,00
Litoral Centro;Bertioga;emalhe-de-superfície;Tainha;210,00;7,00;2,00;R$ 1.915,00
Litoral Centro;Bertioga;emalhes-diversos;Corvina;30,00;1,00;1,00;R$ 300,00
Litoral Centro;Bertioga;emalhes-diversos;Mistura;30,00;1,00;1,00;R$ 150,00
Litoral Centro;Bertioga;emalhes-diversos;Pescada-foguete;3,00;1,00;1,00;R$ 42,00
Litoral Centro;Bertioga;emalhes-diversos;Tainha;391,00;10,00;2,00;R$ 6.245,00
Litoral Centro;Bertioga;extrativismo;Caranguejo-uçá;775,68;29,00;5,00;R$ 6.358,00
Litoral Centro;Bertioga;extrativismo;Mexilhão-do-mangue;252,00;5,00;2,00;R$ 558,00
Litoral Centro;Bertioga;extrativismo;Ostra;395,08;29,00;4,00;R$ 9.520,00
Litoral Centro;Bertioga;extrativismo;Siris agrupados;12,90;4,00;3,00;R$ 600,00
Litoral Centro;Bertioga;gerival;Camarão-legítimo;47,57;8,00;2,00;R$ 4.042,00
Litoral Centro;Bertioga;puçá;Siris agrupados;6,88;2,00;2,00;R$ 140,00
Litoral Centro;Bertioga;tarrafa;Bagre-amarelo;1,00;1,00;1,00;R$ 10,00
Litoral Centro;Bertioga;tarrafa;Parati;554,00;24,00;1,00;R$ 6.648,00
Litoral Centro;Bertioga;tarrafa;Robalo-flecha;6,00;2,00;1,00;R$ 180,00
Litoral Centro;Bertioga;tarrafa;Tainha;1,00;1,00;1,00;R$ 25,00
Litoral Centro;Bertioga;;;0,00;6,00;1,00;R$ 0,00
Litoral Sul;Cananéia;armadilha para caranguejo;Caranguejo-uçá;6166,78;234,00;18,00;R$ 58.440,00
Litoral Sul;Cananéia;arpão/fisga;Robalo-flecha;14,10;1,00;1,00;R$ 423,00
Litoral Sul;Cananéia;arpão/fisga;Sororoca;29,50;1,00;1,00;R$ 177,00
Litoral Sul;Cananéia;arrasto-de-mão;Bagre-branco;11,50;3,00;2,00;R$ 47,25
Litoral Sul;Cananéia;arrasto-de-mão;Carapeba;5,20;2,00;1,00;R$ 20,80
Litoral Sul;Cananéia;arrasto-de-mão;Corvina;12,50;3,00;2,00;R$ 68,00
Litoral Sul;Cananéia;arrasto-de-mão;Linguado;1,40;1,00;1,00;R$ 28,00
Litoral Sul;Cananéia;arrasto-de-mão;Manjuba-chata;6585,50;134,00;8,00;R$ 32.852,50
Litoral Sul;Cananéia;arrasto-de-mão;Manjubas agrupadas;5305,50;89,00;8,00;R$ 17.586,25
Litoral Sul;Cananéia;arrasto-de-mão;Parati;37,70;2,00;2,00;R$ 113,10
Litoral Sul;Cananéia;arrasto-de-mão;Pescada-amarela;2,30;1,00;1,00;R$ 34,50
Litoral Sul;Cananéia;arrasto-de-mão;Robalo-flecha;6,90;2,00;2,00;R$ 194,00
Litoral Sul;Cananéia;arrasto-de-mão;Robalo-peva;1,80;1,00;1,00;R$ 30,30
Litoral Sul;Cananéia;arrasto-de-mão;Salema;1,50;1,00;1,00;R$ 3,00
Litoral Sul;Cananéia;arrasto-de-mão;Tainha;1037,30;14,00;6,00;R$ 6.584,75
Litoral Sul;Cananéia;arrasto-duplo;Bagre-branco;127,00;1,00;1,00;R$ 444,50
Litoral Sul;Cananéia;arrasto-duplo;Betara;1000,00;4,00;3,00;R$ 3.990,00
Litoral Sul;Cananéia;arrasto-duplo;Cabrinha;2570,00;8,00;4,00;R$ 7.410,00
Litoral Sul;Cananéia;arrasto-duplo;Camarão-legítimo;64,40;4,00;3,00;R$ 1.929,00
Litoral Sul;Cananéia;arrasto-duplo;Camarão-rosa;9530,00;10,00;4,00;R$ 458.800,00
Litoral Sul;Cananéia;arrasto-duplo;Camarão-sete-barbas;66511,00;263,00;29,00;R$ 509.289,00
Litoral Sul;Cananéia;arrasto-duplo;Linguado-areia;430,00;3,00;3,00;R$ 3.440,00
Litoral Sul;Cananéia;arrasto-duplo;Mistura;5990,00;12,00;6,00;R$ 7.975,00
Litoral Sul;Cananéia;arrasto-duplo;Pescada-amarela;8,00;1,00;1,00;R$ 222,00
Litoral Sul;Cananéia;arrasto-duplo;Pescada-dentão;15,50;1,00;1,00;R$ 186,00
Litoral Sul;Cananéia;arrasto-duplo;Trilha;880,00;4,00;3,00;R$ 3.900,00
Litoral Sul;Cananéia;cerco-fixo;Bagre;1,70;1,00;1,00;R$ 1,70
Litoral Sul;Cananéia;cerco-fixo;Bagre-amarelo;3,20;2,00;1,00;R$ 6,40
Litoral Sul;Cananéia;cerco-fixo;Bagre-branco;1681,00;114,00;35,00;R$ 7.793,65
Litoral Sul;Cananéia;cerco-fixo;Caranha;9,50;3,00;3,00;R$ 52,60
Litoral Sul;Cananéia;cerco-fixo;Carapeba;634,80;32,00;17,00;R$ 2.585,85
Litoral Sul;Cananéia;cerco-fixo;Corvina;1759,00;145,00;35,00;R$ 8.434,25
Litoral Sul;Cananéia;cerco-fixo;Espada;0,60;1,00;1,00;R$ 1,20
Litoral Sul;Cananéia;cerco-fixo;Galo;21,80;6,00;5,00;R$ 54,50
Litoral Sul;Cananéia;cerco-fixo;Garoupa;3,70;2,00;2,00;R$ 86,50
Litoral Sul;Cananéia;cerco-fixo;Guaivira;313,70;32,00;15,00;R$ 822,20
Litoral Sul;Cananéia;cerco-fixo;Linguado;123,60;29,00;15,00;R$ 2.505,00
Litoral Sul;Cananéia;cerco-fixo;Miraguaia;25,00;1,00;1,00;R$ 125,00
Litoral Sul;Cananéia;cerco-fixo;Mistura;105,30;25,00;8,00;R$ 160,00
Litoral Sul;Cananéia;cerco-fixo;Pampo;2,70;1,00;1,00;R$ 8,10
Litoral Sul;Cananéia;cerco-fixo;Parambiju;8,50;1,00;1,00;R$ 68,00
Litoral Sul;Cananéia;cerco-fixo;Parati;777,80;24,00;8,00;R$ 7.123,90
Litoral Sul;Cananéia;cerco-fixo;Paru;285,60;22,00;11,00;R$ 377,30
Litoral Sul;Cananéia;cerco-fixo;Pescada-amarela;313,50;31,00;17,00;R$ 7.856,50
Litoral Sul;Cananéia;cerco-fixo;Pescada-branca;23,00;5,00;3,00;R$ 162,00
Litoral Sul;Cananéia;cerco-fixo;Pescada-cambucu;9,00;1,00;1,00;R$ 180,00
Litoral Sul;Cananéia;cerco-fixo;Pescada-dentão;37,20;12,00;9,00;R$ 505,50
Litoral Sul;Cananéia;cerco-fixo;Pirajica;2,90;2,00;2,00;R$ 4,95
Litoral Sul;Cananéia;cerco-fixo;Prejereba;97,90;14,00;12,00;R$ 1.438,00
Litoral Sul;Cananéia;cerco-fixo;Robalo-flecha;789,90;66,00;26,00;R$ 23.640,00
Litoral Sul;Cananéia;cerco-fixo;Robalo-peva;263,30;46,00;22,00;R$ 4.548,10
Litoral Sul;Cananéia;cerco-fixo;Sargo;5,50;3,00;2,00;R$ 15,30
Litoral Sul;Cananéia;cerco-fixo;Tainha;38960,60;315,00;50,00;R$ 248.665,10
Litoral Sul;Cananéia;cerco-fixo;Xarelete;3,20;1,00;1,00;R$ 6,40
Litoral Sul;Cananéia;covo-polvo;Polvo;6120,00;1,00;1,00;R$ 244.800,00
Litoral Sul;Cananéia;emalhe-de-fundo;Acará;11,00;2,00;2,00;R$ 54,00
Litoral Sul;Cananéia;emalhe-de-fundo;Agulhão-branco;16,00;1,00;1,00;R$ 64,00
Litoral Sul;Cananéia;emalhe-de-fundo;Bagre-amarelo;417,70;65,00;23,00;R$ 903,25
Litoral Sul;Cananéia;emalhe-de-fundo;Bagre-branco;42672,00;1755,00;186,00;R$ 189.652,00
Litoral Sul;Cananéia;emalhe-de-fundo;Betara;48424,50;106,00;33,00;R$ 169.670,40
Litoral Sul;Cananéia;emalhe-de-fundo;Bicuda;60,00;1,00;1,00;R$ 120,00
Litoral Sul;Cananéia;emalhe-de-fundo;Cabrinha;9911,30;35,00;18,00;R$ 24.636,85
Litoral Sul;Cananéia;emalhe-de-fundo;Cações agrupados;720,70;24,00;11,00;R$ 5.832,70
Litoral Sul;Cananéia;emalhe-de-fundo;Caranha;147,60;17,00;7,00;R$ 1.149,00
Litoral Sul;Cananéia;emalhe-de-fundo;Carapeba;289,80;32,00;16,00;R$ 1.144,75
Litoral Sul;Cananéia;emalhe-de-fundo;Caratinga;2,80;3,00;2,00;R$ 4,05
Litoral Sul;Cananéia;emalhe-de-fundo;Cascudo;14,50;4,00;1,00;R$ 58,00
Litoral Sul;Cananéia;emalhe-de-fundo;Cioba;17,40;4,00;3,00;R$ 97,20
Litoral Sul;Cananéia;emalhe-de-fundo;Corvina;300595,50;1111,00;172,00;R$ 1.006.190,20
Litoral Sul;Cananéia;emalhe-de-fundo;Enchova;20,00;2,00;1,00;R$ 90,00
Litoral Sul;Cananéia;emalhe-de-fundo;Espada;12892,20;82,00;29,00;R$ 19.988,90
Litoral Sul;Cananéia;emalhe-de-fundo;Galo;36,30;18,00;11,00;R$ 75,90
Litoral Sul;Cananéia;emalhe-de-fundo;Garoupa;33,30;13,00;3,00;R$ 764,80
Litoral Sul;Cananéia;emalhe-de-fundo;Goete;11885,00;42,00;18,00;R$ 47.715,00
Litoral Sul;Cananéia;emalhe-de-fundo;Gordinho;1890,00;9,00;8,00;R$ 3.864,00
Litoral Sul;Cananéia;emalhe-de-fundo;Guaivira;5550,20;21,00;14,00;R$ 12.332,55
Litoral Sul;Cananéia;emalhe-de-fundo;Linguado;662,30;50,00;25,00;R$ 10.339,40
Litoral Sul;Cananéia;emalhe-de-fundo;Mandi;30,00;5,00;1,00;R$ 130,00
Litoral Sul;Cananéia;emalhe-de-fundo;Maria-luíza;987,00;5,00;4,00;R$ 2.335,50
Litoral Sul;Cananéia;emalhe-de-fundo;Miraguaia;33,00;1,00;1,00;R$ 165,00
Litoral Sul;Cananéia;emalhe-de-fundo;Mistura;36700,30;196,00;57,00;R$ 38.507,15
Litoral Sul;Cananéia;emalhe-de-fundo;Oveva;29208,50;74,00;22,00;R$ 44.451,50
Litoral Sul;Cananéia;emalhe-de-fundo;Palombeta;510,00;2,00;2,00;R$ 903,00
Litoral Sul;Cananéia;emalhe-de-fundo;Pampo;24,80;3,00;2,00;R$ 88,10
Litoral Sul;Cananéia;emalhe-de-fundo;Parambiju;91,80;5,00;4,00;R$ 782,40
Litoral Sul;Cananéia;emalhe-de-fundo;Pararê;74,10;13,00;7,00;R$ 302,40
Litoral Sul;Cananéia;emalhe-de-fundo;Paru;20072,20;200,00;51,00;R$ 34.720,15
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-amarela;3618,60;208,00;57,00;R$ 86.023,50
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-banana;2017,90;37,00;18,00;R$ 10.642,70
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-branca;3428,20;44,00;28,00;R$ 31.053,50
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-cambucu;957,90;18,00;13,00;R$ 11.592,00
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-dentão;1356,10;147,00;37,00;R$ 17.320,40
Litoral Sul;Cananéia;emalhe-de-fundo;Pescada-foguete;127681,30;252,00;43,00;R$ 1.157.490,90
Litoral Sul;Cananéia;emalhe-de-fundo;Porco;106,00;3,00;3,00;R$ 329,00
Litoral Sul;Cananéia;emalhe-de-fundo;Prejereba;498,30;49,00;33,00;R$ 7.501,70
Litoral Sul;Cananéia;emalhe-de-fundo;Raias agrupadas;321,30;18,00;2,00;R$ 642,60
Litoral Sul;Cananéia;emalhe-de-fundo;Robalo-flecha;1131,60;133,00;56,00;R$ 33.690,50
Litoral Sul;Cananéia;emalhe-de-fundo;Robalo-peva;1300,60;117,00;45,00;R$ 17.054,80
Litoral Sul;Cananéia;emalhe-de-fundo;Saguá;11,70;3,00;2,00;R$ 41,40
Litoral Sul;Cananéia;emalhe-de-fundo;Salema;4,20;2,00;1,00;R$ 6,95
Litoral Sul;Cananéia;emalhe-de-fundo;Sargo;119,30;34,00;6,00;R$ 344,00
Litoral Sul;Cananéia;emalhe-de-fundo;Sari-sari;42,10;8,00;3,00;R$ 110,50
Litoral Sul;Cananéia;emalhe-de-fundo;Sernambiguara;5,80;1,00;1,00;R$ 17,40
Litoral Sul;Cananéia;emalhe-de-fundo;Siri-azul;14,00;3,00;1,00;R$ 66,00
Litoral Sul;Cananéia;emalhe-de-fundo;Sororoca;5599,20;60,00;22,00;R$ 43.012,60
Litoral Sul;Cananéia;emalhe-de-fundo;Tainha;44,70;13,00;9,00;R$ 378,20
Litoral Sul;Cananéia;emalhe-de-fundo;Tortinha;14,00;2,00;2,00;R$ 84,00
Litoral Sul;Cananéia;emalhe-de-fundo;Traíra;29,00;4,00;1,00;R$ 116,00
Litoral Sul;Cananéia;emalhe-de-fundo;Viola;3,70;1,00;1,00;R$ 14,80
Litoral Sul;Cananéia;emalhe-de-superfície;Acará;25,50;3,00;3,00;R$ 100,50
Litoral Sul;Cananéia;emalhe-de-superfície;Bagre-branco;84,80;14,00;10,00;R$ 405,10
Litoral Sul;Cananéia;emalhe-de-superfície;Bonitos agrupados;5,30;1,00;1,00;R$ 15,90
Litoral Sul;Cananéia;emalhe-de-superfície;Cações agrupados;33,43;5,00;3,00;R$ 285,40
Litoral Sul;Cananéia;emalhe-de-superfície;Carapeba;32,30;6,00;4,00;R$ 209,20
Litoral Sul;Cananéia;emalhe-de-superfície;Corvina;73,50;21,00;15,00;R$ 445,60
Litoral Sul;Cananéia;emalhe-de-superfície;Espada;113,30;7,00;6,00;R$ 226,60
Litoral Sul;Cananéia;emalhe-de-superfície;Guaivira;173,80;29,00;18,00;R$ 557,10
Litoral Sul;Cananéia;emalhe-de-superfície;Mistura;224,90;29,00;13,00;R$ 480,10
Litoral Sul;Cananéia;emalhe-de-superfície;Pampo;1,40;1,00;1,00;R$ 4,20
Litoral Sul;Cananéia;emalhe-de-superfície;Parambiju;5,60;1,00;1,00;R$ 44,80
Litoral Sul;Cananéia;emalhe-de-superfície;Pararê;7,00;2,00;1,00;R$ 21,00
Litoral Sul;Cananéia;emalhe-de-superfície;Parati;4401,20;181,00;45,00;R$ 15.877,25
Litoral Sul;Cananéia;emalhe-de-superfície;Pescada-branca;46,10;5,00;4,00;R$ 467,20
Litoral Sul;Cananéia;emalhe-de-superfície;Pescada-dentão;65,30;10,00;2,00;R$ 800,00
Litoral Sul;Cananéia;emalhe-de-superfície;Pescada-foguete;1863,50;5,00;3,00;R$ 18.627,50
Litoral Sul;Cananéia;emalhe-de-superfície;Pirajica;21,00;2,00;2,00;R$ 34,00
Litoral Sul;Cananéia;emalhe-de-superfície;Porco;4,00;1,00;1,00;R$ 20,00
Litoral Sul;Cananéia;emalhe-de-superfície;Prejereba;1,50;1,00;1,00;R$ 22,50
Litoral Sul;Cananéia;emalhe-de-superfície;Robalo-flecha;14,00;2,00;2,00;R$ 420,00
Litoral Sul;Cananéia;emalhe-de-superfície;Robalo-peva;22,60;5,00;5,00;R$ 268,80
Litoral Sul;Cananéia;emalhe-de-superfície;Sargo;1,90;2,00;1,00;R$ 4,60
Litoral Sul;Cananéia;emalhe-de-superfície;Sororoca;17395,70;67,00;28,00;R$ 113.025,80
Litoral Sul;Cananéia;emalhe-de-superfície;Tainha;11600,00;345,00;87,00;R$ 83.987,35
Litoral Sul;Cananéia;emalhes-diversos;Bagre-branco;230,50;20,00;4,00;R$ 863,00
Litoral Sul;Cananéia;emalhes-diversos;Betara;121,00;6,00;1,00;R$ 360,00
Litoral Sul;Cananéia;emalhes-diversos;Carapeba;8,00;1,00;1,00;R$ 28,00
Litoral Sul;Cananéia;emalhes-diversos;Corvina;50,00;2,00;1,00;R$ 300,00
Litoral Sul;Cananéia;emalhes-diversos;Parati;2293,90;58,00;17,00;R$ 7.121,15
Litoral Sul;Cananéia;emalhes-diversos;Pescada-amarela;10,00;1,00;1,00;R$ 250,00
Litoral Sul;Cananéia;emalhes-diversos;Pescada-dentão;565,00;21,00;3,00;R$ 6.821,00
Litoral Sul;Cananéia;emalhes-diversos;Prejereba;83,60;8,00;3,00;R$ 1.266,00
Litoral Sul;Cananéia;emalhes-diversos;Robalo-flecha;51,30;5,00;4,00;R$ 1.539,00
Litoral Sul;Cananéia;emalhes-diversos;Robalo-peva;330,00;21,00;2,00;R$ 4.678,00
Litoral Sul;Cananéia;emalhes-diversos;Tainha;597,00;19,00;11,00;R$ 4.563,45
Litoral Sul;Cananéia;emalhes-diversos;Xaréu;39,00;5,00;1,00;R$ 195,00
Litoral Sul;Cananéia;espinhéis-diversos;Bagre-amarelo;33,00;5,00;4,00;R$ 88,00
Litoral Sul;Cananéia;espinhéis-diversos;Bagre-branco;2128,70;149,00;21,00;R$ 12.171,65
Litoral Sul;Cananéia;espinhéis-diversos;Corvina;246,50;19,00;6,00;R$ 1.384,00
Litoral Sul;Cananéia;espinhéis-diversos;Espada;3,00;1,00;1,00;R$ 6,00
Litoral Sul;Cananéia;espinhel-de-fundo;Bagre-amarelo;4,00;1,00;1,00;R$ 8,00
Litoral Sul;Cananéia;espinhel-de-fundo;Bagre-branco;1624,50;61,00;8,00;R$ 7.234,70
Litoral Sul;Cananéia;espinhel-de-fundo;Betara;0,90;1,00;1,00;R$ 4,50
Litoral Sul;Cananéia;espinhel-de-fundo;Carapeba;6,00;1,00;1,00;R$ 60,00
Litoral Sul;Cananéia;espinhel-de-fundo;Corvina;1980,10;39,00;2,00;R$ 11.853,60
Litoral Sul;Cananéia;espinhel-de-fundo;Mistura;37,20;4,00;2,00;R$ 100,40
Litoral Sul;Cananéia;espinhel-de-fundo;Paru;67,50;1,00;1,00;R$ 135,00
Litoral Sul;Cananéia;espinhel-de-fundo;Pescada-branca;13,50;1,00;1,00;R$ 67,50
Litoral Sul;Cananéia;espinhel-de-fundo;Pescada-foguete;2,40;2,00;1,00;R$ 19,20
Litoral Sul;Cananéia;espinhel-de-fundo;Robalo-peva;6,00;1,00;1,00;R$ 120,00
Litoral Sul;Cananéia;espinhel-de-fundo;Sororoca;2,20;1,00;1,00;R$ 17,60
Litoral Sul;Cananéia;extrativismo;Almeja;268,00;31,00;3,00;R$ 3.420,00
Litoral Sul;Cananéia;extrativismo;Caranguejo-uçá;2314,51;103,00;7,00;R$ 20.775,00
Litoral Sul;Cananéia;extrativismo;Manjuba-de-iguape;227,00;3,00;3,00;R$ 1.268,00
Litoral Sul;Cananéia;extrativismo;Mexilhão;1018,00;81,00;14,00;R$ 13.530,00
Litoral Sul;Cananéia;extrativismo;Mexilhão-do-mangue;725,20;47,00;10,00;R$ 5.848,00
Litoral Sul;Cananéia;extrativismo;Ostra;44536,23;1073,00;55,00;R$ 220.137,50
Litoral Sul;Cananéia;gerival;Camarão-estuarino;2295,54;145,00;15,00;R$ 177.194,00
Litoral Sul;Cananéia;indeterminado;Bagre-branco;74,10;7,00;1,00;R$ 301,95
Litoral Sul;Cananéia;indeterminado;Betara;149,80;20,00;1,00;R$ 600,70
Litoral Sul;Cananéia;indeterminado;Cações agrupados;35,31;4,00;1,00;R$ 341,40
Litoral Sul;Cananéia;indeterminado;Camarão-legítimo;2,70;1,00;1,00;R$ 81,00
Litoral Sul;Cananéia;indeterminado;Camarão-rosa;8,30;2,00;2,00;R$ 276,50
Litoral Sul;Cananéia;indeterminado;Carapeba;1,30;1,00;1,00;R$ 5,20
Litoral Sul;Cananéia;indeterminado;Corvina;69,70;6,00;1,00;R$ 405,50
Litoral Sul;Cananéia;indeterminado;Espada;20,00;1,00;1,00;R$ 40,00
Litoral Sul;Cananéia;indeterminado;Garoupa;5,00;2,00;1,00;R$ 110,20
Litoral Sul;Cananéia;indeterminado;Goete;22,00;5,00;1,00;R$ 94,20
Litoral Sul;Cananéia;indeterminado;Guaivira;1,50;1,00;1,00;R$ 3,00
Litoral Sul;Cananéia;indeterminado;Linguado;12,00;1,00;1,00;R$ 120,00
Litoral Sul;Cananéia;indeterminado;Mistura;2,00;1,00;1,00;R$ 8,00
Litoral Sul;Cananéia;indeterminado;Paru;5,90;2,00;1,00;R$ 8,85
Litoral Sul;Cananéia;indeterminado;Pescada-banana;3,30;1,00;1,00;R$ 9,90
Litoral Sul;Cananéia;indeterminado;Pescada-branca;18,00;5,00;1,00;R$ 174,10
